-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
4317,Vai vai Medical Har,24.4391859,90.1996217,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",জোড়দিঘী,ChIJHWNjCmgXVjcRshe-sKqqtqo,"C5QX+MR Sreepur, Bangladesh",7MPGC5QX+MR
4318,Jhalakathi Diabatic Hospital,22.6470121,90.1994407,4.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Thana Road, Jhalakati",ChIJ9x88D-lMVTcR_kRFKgvvE7Q,"J5WX+RQ Jhalokati, Bangladesh",7MJGJ5WX+RQ
4319,Ditiya khanda hospital,23.361203,90.1994122,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shibchar Upazila,ChIJ12m5wvp3VTcRIOAkbvhPdnI,"956X+FQ Shibchar, Bangladesh",7MMG956X+FQ
4320,"City clinic, Jhalakati",22.6424199,90.1990306,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Fornt of D.C Office, cort road Thana Road, Jhalokati",ChIJZ0SjZsJMVTcRacPfpgdXRE8,"J5RX+XJ Jhalokati, Bangladesh",7MJGJ5RX+XJ
4321,Ayla Union Health Sub-Centre,22.2218381,90.198927,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Barguna,ChIJqzIQyjuWqjARP8t6N7SVY4U,"65CX+PH Ayla Patakata, Bangladesh",7MJG65CX+PH
4322,Dhandoba Community Clinic,23.0053239,90.1987856,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Gaurnadi Upazila,ChIJBSMK7B9pVTcRV1ITp_m8orE,"254X+4G Dhandoba, Bangladesh",7MMG254X+4G
4323,Mithaganj Union Health Complex,21.9335969,90.1987455,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Tegasia Kheya Ghat, Mithaganj",ChIJK6JUvEGJqjARo-rCETSi2NU,"W5MX+CF Mithaganj, Bangladesh",7MHGW5MX+CF
4324,Apon medical service.,23.5251852,90.1983789,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJffugLE2aVTcReYwo5g-Q0sw,"G5GX+39 Baghra, Bangladesh",7MMGG5GX+39
4325,Hamid Noor-Jahan Hospital & Diagnostic Center,23.7967526,90.1980862,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সিঙ্গাইর উপজেলা, Vum Dokkhin",ChIJYyzM1ILtVTcRYMTGXrtyd5M,"Q5WX+P6 Raydakkhin, Bangladesh",7MMGQ5WX+P6
4326,Dhamura Hospital,22.8923532,90.1975081,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Wazirpur Upazila,ChIJVVVVlW9EVTcRY2ZjxpgKHmg,"V5RX+W2 Dhamura, Bangladesh",7MJGV5RX+W2
4327,Mau Mita Clinic,22.6429806,90.1960125,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati Sadar Upazila,ChIJEXzdTKlNVTcRiGBtAUYC4tE,"J5VW+5C Jhalokati, Bangladesh",7MJGJ5VW+5C
4328,SHEBA MODERN DIAGNOSTIC CENTER,24.4705592,90.1956358,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","ঘাটাইল উপজেলা, Sagordighi Bus Stop Sagordighee",ChIJcT12AnsXVjcRQDqzMqJTcPc,"F5CW+67 Sagordighee, Bangladesh",7MPGF5CW+67
4329,Probin Kollan Hospital,24.3918753,90.1953295,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ-7zepBMRVjcRKOSsWdwpFvU,"95RW+Q4 Bara Chaona, Bangladesh",7MPG95RW+Q4
4330,eye hospital (চক্ষু হাসপাতাল),25.0915653,90.1949767,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalitabari,ChIJv0qHNZfPVzcRUf9Y6RtGrvU,"35RV+JX Nalitabari, Bangladesh",7MQG35RV+JX
4331,BRSN Unani-Ayurvedic Medical College & Hospital,24.3848936,90.1927548,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সখিপুর উপজেলা, Barachowna",ChIJd6ok4fsRVjcR8pAxeAGgXeg,"95MV+X4 Bara Chaona, Bangladesh",7MPG95MV+X4
4332,Selim Nagar Hospital,24.3849041,90.1927541,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bara Chaona,ChIJm1JNnk0RVjcRLR22vBg_k-U,"95MV+X4 Bara Chaona, Bangladesh",7MPG95MV+X4
4333,Barachaona Rokeya Selim Nagar Ayurvedic Hospital,24.3848954,90.1927395,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bara Chaona,ChIJw6fM4vIRVjcRurLCiliRnHY,"95MV+X3 Bara Chaona, Bangladesh",7MPG95MV+X3
4334,Beron Baria Health Complex,22.5502938,90.192486,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalchity Upazila,ChIJsbMnb7azqjARfOY5MtQjv8Q,"H52R+4X Mathbari, Bangladesh",7MJGH52R+4X
4335,Chakhar Hospital,22.8069986,90.1922232,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Banaripara Upazila,ChIJLf3LCxRPVTcRxbqIcvx8vNE,"R54R+QV Saliabakpur Union, Bangladesh",7MJGR54R+QV
4336,Bokho badhi hospital dhaka,22.2554668,90.1902152,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mirzaganj Upazila,ChIJbVBQI5y9qjARmfi0oAWut70,"754R+53 Bhayang, Bangladesh",7MJG754R+53
4337,Baitus Shifa Hospital,24.3963797,90.1901757,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bara Chaona,ChIJ31skXA0RVjcRm-bux1qDBrg,"95WR+H3 Bara Chaona, Bangladesh",7MPG95WR+H3
4338,Nalitabari Upozila Health Complex,25.093241,90.1892513,4.6,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Tinani Bazar - Nalitabari Road, Nalitabari",ChIJ24C80n_PVzcRx0xPrVKyHIY,"35VQ+7P Nalitabari, Bangladesh",7MQG35VQ+7P
4339,Surjer Hashi Clinic,25.0828862,90.1892116,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalitabari - Nakla Highway,ChIJ-Vjb0anPVzcRH95skCe7370,"35MQ+5M Nalitabari, Bangladesh",7MQG35MQ+5M
4340,Niltech Community Clinic,23.80556,90.188728,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Singair Upazila,ChIJw5ADYy_tVTcR1TF9Wll-kvQ,"R54Q+6F Joymontop, Bangladesh",7MMGR54Q+6F
4341,Bhailabunia Community Clinic,22.0949403,90.1879796,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Amtali Upazila,ChIJ21V1Tr2RqjARcfgI3ddV9iA,"35VQ+X5 Arpangasia, Bangladesh",7MJG35VQ+X5
4342,"Friendship Health Clinic, Kuakata.",21.8439211,90.187596,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Naymishripara, Kuakata",ChIJAWecJSljqjARnmQGxn03IpU,"R5VQ+H2 Latachapli, Bangladesh",7MHGR5VQ+H2
4343,ALAM DENLAT CLINIC,24.2864848,90.1869644,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সখিপুর উপজেলা, DHAKA ROAD, HOSPITAL GATE SOUTH",ChIJ6xWpJ5YPVjcRXLmbVBFbPUU,"75PP+HQ Kalidas, Bangladesh",7MPG75PP+HQ
4344,DM Khali Union Health and Family Welfare Center,24.2864848,90.1869644,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",চরচান্দা এম. খালী,ChIJLSdYpBkPVjcRvnIpIuJUrZU,"75PP+HQ Kalidas, Bangladesh",7MPG75PP+HQ
4345,Abdul Malek Howlader Community Clinic,23.334657,90.186321,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Chanderchar Road, Shibchar",ChIJ_wjyp6p3VTcResUXZ5kGslQ,"85MP+VG Shibchar, Bangladesh",7MMG85MP+VG
4346,West Moura Community Clinic,23.5674536,90.18626,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dohar Upazila,ChIJn7bUvXCbVTcRCe_Jq54PO2k,"H58P+XG Moitpara, Bangladesh",7MMGH58P+XG
4347,Shibpur Health Center,24.5993412,90.184647,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Fulbaria Upazila,ChIJlRlQKxo9VjcRwZf8JjoRX2U,"H5XM+PV Rangamatia, Bangladesh",7MPGH5XM+PV
4348,Nakla Upazila Health Complex,24.9670008,90.1832834,4.4,11,"['hospital', 'health', 'point_of_interest', 'establishment']","নকলা উপজেলা, Nakla Hospital",ChIJsxHQyLPNVzcR2Hl9eSrlZpU,"X58M+R8 Nakla, Bangladesh",7MPGX58M+R8
4349,Chalitabunia Hospital,22.2699976,90.1829481,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",বরিশাল সুবিদখালী সড়ক,ChIJx6Q1OAm9qjARwdRHdc41-Os,"759M+X5 Sultanabad, Bangladesh",7MJG759M+X5
4350,Upzila Health Complex,22.9672619,90.1828053,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara Upazila,ChIJzcpoL8JDVTcRcRiHvzT_5ow,"X58M+W4 Agailjhara, Bangladesh",7MJGX58M+W4
4351,Chalitabunia Health Complex,22.2698276,90.1827697,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Subidkhali Road,ChIJEx4ONwm9qjARObhb-7L9ywQ,"759M+W4 Sultanabad, Bangladesh",7MJG759M+W4
4352,Goila Hospital,22.963547,90.1827567,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara Upazila,ChIJjQKlME9DVTcRxCNJq-l7KII,"X57M+C4 Goila, Bangladesh",7MJGX57M+C4
4353,Agailjhara Upazila Health Complex,22.963217,90.1825317,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara,ChIJc8HHiPlCVTcRNbF6a19VTfQ,"X57M+72 Goila, Bangladesh",7MJGX57M+72
4354,Arial Bil Ma o Shishu Hospital,23.5709342,90.1818226,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Dohar Upazila,ChIJhdBTqIGaVTcRVuf9lkI9Wc8,"H5CJ+9P Char Madhur, Bangladesh",7MMGH5CJ+9P
4355,Eye Hospital,24.9673772,90.1814323,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nakla,ChIJeeeUcbHNVzcR6CiAUXZn2iU,"X58J+XH Nakla, Bangladesh",7MPGX58J+XH
4356,Comfort Hospital Ghatail,24.7215788,90.1809578,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","House #1/95, টাঙ্গাইল - ময়মনসিংহ মহাসড়ক",ChIJ90-_ANExVjcRe3kq9dP0Yt4,"P5CJ+J9 পালগাঁও, Bangladesh",7MPGP5CJ+J9
4357,Sima dental surgery,24.3157338,90.1803943,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sakhipur Upazila,ChIJq3heLskPVjcRlvqnMKnl-Nk,"858J+75 Sakhipur, Bangladesh",7MPG858J+75
4358,Upazilla Veterinary Hospital,24.9700805,90.1792721,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","R371 jalupara road, Nakla",ChIJwe5yMLfNVzcR5EbKFh0DzdA,"X5CH+2P Nakla, Bangladesh",7MPGX5CH+2P
4359,Union Health And Family Welfare Centre,23.9273719,90.1790049,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhamrai,ChIJJdFl5qLvVTcR6iznX_UdCtU,"W5GH+WJ Kalampur, Bangladesh",7MMGW5GH+WJ
4360,City Dental Care,22.9654054,90.1786354,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara Upazila,ChIJw8PATG1DVTcRcnIh8WDg_2I,"X58H+5F Agailjhara, Bangladesh",7MJGX58H+5F
4361,Iqbal Medical Hall and Clinic,22.9652547,90.1786267,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara Upazila,ChIJ-wXZ_bpDVTcR2RTHCqHj3os,"X58H+4F Agailjhara, Bangladesh",7MJGX58H+4F
4362,Srijon Medical Hall,24.9718068,90.177645,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","R371, Nakla",ChIJ8z-cfbfNVzcRqdeYgwH8ZIs,"X5CH+P3 Nakla, Bangladesh",7MPGX5CH+P3
4363,East Goyal Community Clinic,23.0322254,90.1756686,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Robindro Road, Valukshi",ChIJaaccJt9pVTcRgkif_FswIs8,"25JG+V7 Rajiher, Bangladesh",7MMG25JG+V7
4364,GrameenKalyan Ajgana healthcentre,24.1230264,90.1752525,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Hatobanga,ChIJjybVGqzjVTcR_IJ3cb_LLsQ,"45FG+64 Hatobanga, Bangladesh",7MPG45FG+64
4365,Sikder Specialized Hospital,24.0919144,90.1737622,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gorai,ChIJM5wOe77jVTcRGFjrmCtPTDw,"35RF+QG Hatobanga, Bangladesh",7MPG35RF+QG
4366,GrameenKalyan Ajgana healthcentre,24.1198464,90.1736241,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Hatuvanga Bridge, Hatobanga",ChIJ72QMlojjVTcRr3OMm_cfxRA,"459F+WC Hatobanga, Bangladesh",7MPG459F+WC
4367,Suveccha Clinic and Diagnostic Center,24.3186855,90.173557,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sakhipur,ChIJayEFR6wPVjcRribv5E8JM7g,"859F+FC Sakhipur, Bangladesh",7MPG859F+FC
4368,Munsur Ali Madhurkhola Community Clinic,23.5504516,90.1729468,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",MNG77,ChIJv-2TIm-bVTcRlMliDedpGsU,"H52F+55 Moitpara, Bangladesh",7MMGH52F+55
4370,Government Health Complex,24.8733296,90.172866,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Jamalpur Sadar Upazila,ChIJ0Vr3noMzVjcRJDHdV0LoMJQ,"V5FF+84 Piyarpur, Bangladesh",7MPGV5FF+84
4371,Union Health Complex,24.8733348,90.172864,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Jamalpur Sadar Upazila,ChIJoQU64DQzVjcRqi1z8TLfBV4,"V5FF+84 Piyarpur, Bangladesh",7MPGV5FF+84
4372,Nasir ferdous trust hospital,24.1066959,90.1723346,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJqz71LZnjVTcRmRKyI1VEtFE,"454C+MW Hatobanga, Bangladesh",7MPG454C+MW
4373,Mohammad Abdur Razzaque Hospital,23.5393916,90.1717553,4.4,7,"['hospital', 'health', 'point_of_interest', 'establishment']","দোহার উপজেলা, Fultola, Dohar, Dhaka Fultola",ChIJM74NeU2bVTcRHvQGvyMREyE,"G5QC+QP Char Madhur, Bangladesh",7MMGG5QC+QP
4374,H.B Hospital Ltd.,23.3403749,90.1710877,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sibchar Road, Shibchar",ChIJqVGfCox3VTcRmYaVu9uBXKE,"85RC+4C Shibchar, Bangladesh",7MMG85RC+4C
4375,"Upazila Health Complex, Sakhipur",24.3164679,90.170626,4.4,17,"['hospital', 'health', 'point_of_interest', 'establishment']","সখিপুর, Mirzapur - Shakhipur Road",ChIJqQ4NTsIPVjcREzbpc8IHVPs,"858C+H7 Sakhipur, Bangladesh",7MPG858C+H7
4377,Shibchar Upazila Health Complex,23.3432495,90.1704775,3.7,12,"['hospital', 'health', 'point_of_interest', 'establishment']","shamollir mor, Shibchar",ChIJodKWVKJ3VTcR_g7sUt16nUY,"85VC+75 Shibchar, Bangladesh",7MMG85VC+75
4378,MCC Hospital,24.0851445,90.1704222,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Mirzapur Cadet College Road,ChIJEyB-MhjjVTcR12745ZS1SME,"35PC+35 Kaliakair, Bangladesh",7MPG35PC+35
4379,salma dental care,24.3184233,90.1703111,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Z4011,ChIJcYlzthoPVjcRc44So1EVTBQ,"859C+94 Sakhipur, Bangladesh",7MPG859C+94
4380,New Suveccha Clinic & Nursing Home,24.3163189,90.1701573,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bus Stop, Sakhipur",ChIJN19QJCwPVjcRhPQOGUJvQV8,"858C+G3 Sakhipur, Bangladesh",7MPG858C+G3
4381,Life Care Clinic,24.3136965,90.170155,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sakhipur Upazila,ChIJjcACSq4PVjcR8qiRuuxB_lM,"857C+F3 Sakhipur, Bangladesh",7MPG857C+F3
4382,Addin Hospital Ltd,24.3198723,90.1701513,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sakhipur-Seedstore Road, Paragoan",ChIJ7UEv-8IPVjcRjkGTdYn9VSQ,"859C+W3 Sakhipur, Bangladesh",7MPG859C+W3
4383,Life Care Hospital,24.3136857,90.1701426,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka Road, Sakhipur",ChIJiQ5srsEPVjcRR737Q8bYuNs,"857C+F3 Sakhipur, Bangladesh",7MPG857C+F3
4384,Shivchar Lab Aid Diagnostic and Consultation Center,23.3426816,90.1700207,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sibchar Road, Shibchar",ChIJpT757At3VTcRCQZe39siBzE,"85VC+32 Shibchar, Bangladesh",7MMG85VC+32
4385,Modern Doctors Hospital,24.3115471,90.1698886,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","সখিপুর উপজেলা, Dhaka Road, Near Filling Station",ChIJRWnxaMAPVjcRQiWRtc8_11o,"8569+JX Sakhipur, Bangladesh",7MPG8569+JX
4387,Matrichaya General Hospital,22.410178,90.1697909,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Betagi,ChIJR4DFyOa7qjARpJRCfmA8pnk,"C569+3W Betagi, Bangladesh",7MJGC569+3W
4388,Mother and Child Care Clinic,24.3164845,90.1697778,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Hospital Road,ChIJ3S7kbY4PVjcRbIzXJKHtNKw,"8589+HW Sakhipur, Bangladesh",7MPG8589+HW
4389,Gabkhan Dhansiri Union Health Center,22.6448855,90.1697299,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sekherhut - Jhalokathi Rd,ChIJPcowSfhNVTcRW1uPQ-To9_I,"J5V9+XV Jhalokati, Bangladesh",7MJGJ5V9+XV
4390,"Union Community Clinic, Gabkhan",22.6449852,90.1697011,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhalokati,ChIJsS6cbBVNVTcRbHqyl2GlduE,"J5V9+XV Jhalokati, Bangladesh",7MJGJ5V9+XV
4391,Health care clinic and nursing home,24.3163216,90.1696071,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sakhipur Upazila,ChIJPzAny4EPVjcRGlo-xkH-otk,"8589+GR Sakhipur, Bangladesh",7MPG8589+GR
4392,Tanha Delta medical hospital,23.2813856,90.1694479,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Shekpur Bazar Road, Shibchar",ChIJYdH5HtRxVTcR9QPWluSCJHc,"75J9+HQ Shibchar, Bangladesh",7MMG75J9+HQ
4393,Khanjapur Union Health-Complex,23.0688508,90.1688112,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalkini Upazila,ChIJlT6RA25pVTcRiSbTi3jI_d8,"3599+GG Ajalia, Bangladesh",7MMG3599+GG
4394,Khan Clinic and Diagnostic Center,23.3437605,90.1687686,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Madaripur Road, Shibchar",ChIJr4hwFFJ3VTcRb2MSKKj9C8Q,"85V9+GG Shibchar, Bangladesh",7MMG85V9+GG
4396,Khan Clinic & Diagnostic Centre,23.3381008,90.1684112,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Sibchar Road, Shibchar",ChIJdwxGnUR3VTcRjzfVFrkG7UQ,"85Q9+69 Shibchar, Bangladesh",7MMG85Q9+69
4398,Charmugira Adhunik Hospital,23.1745364,90.1682697,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Charmugira, Madaripur",ChIJEdVEi9RvVTcRVhwsEP5YuHo,"55F9+R8 Madaripur, Bangladesh",7MMG55F9+R8
4399,Shah Jalal Medicare and Diagnostic Centre,23.786991,90.1682271,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সিঙ্গাইর উপজেলা, Golai(Matikata),Singair, Manikgonj, Road",ChIJ_____z_tVTcRKemGTzNjbgQ,"Q5P9+Q7 Bahadia, Bangladesh",7MMGQ5P9+Q7
4400,Barrister Ashfaq Memorial Hospital,23.786991,90.1682271,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","গোলাইডাংগা, সিংগাইর, জেলা",ChIJP3rftm3tVTcRczD-XjUx9Kg,"Q5P9+Q7 Bahadia, Bangladesh",7MMGQ5P9+Q7
4401,Panchar Royal Hospital,23.3584484,90.1682271,5,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Panchar Stand, Near Brick Field, Bangha Panchar Road, শিবচর",ChIJ4fjH7Fx3VTcRPqg9YKaOLs4,"9559+97 Shibchar, Bangladesh",7MMG9559+97
4402,Rokeya Memorial Hospital,23.3449564,90.1679854,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Road, Shibchar",ChIJsWx7txh3VTcRd3moCX4lsQI,"85V9+X5 Shibchar, Bangladesh",7MMG85V9+X5
4403,Horidra Baria Community Clinic,22.213337,90.1678862,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barguna,ChIJRRcJXJWXqjARug6tdBX6Aww,"6579+85 Ayla Patakata, Bangladesh",7MJG6579+85
4405,Charmugria Adhunick Private Hospital,23.1744563,90.1677936,3.1,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Madaripur,ChIJZT4d--lvVTcRaVWKpSwL2wo,"55F9+Q4 Madaripur, Bangladesh",7MMG55F9+Q4
4406,Latabaria Community Clinic,22.1759741,90.1677638,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ3zjkKG2XqjARXaYCzw55thA,"55G9+94 Burir Char, Bangladesh",7MJG55G9+94
4407,Betagi Animal Hospital,22.4172309,90.1670738,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","T and T Road, Betagi",ChIJBcJUPO27qjAR-Mpfdk-lB2g,"C588+VR Betagi, Bangladesh",7MJGC588+VR
4409,Kirtipasha Government Hospital,22.6805828,90.1666787,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kirtipasha Union,ChIJ9R0hl5dNVTcR1hei9GwMojc,"M5J8+6M Kirtipasha Union, Bangladesh",7MJGM5J8+6M
4411,North Chopkhali Community Clinic,22.3458046,90.166181,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Betagi Upazila,ChIJMRKA00K7qjARRkGvWInLxTc,"85W8+8F Chhopkhali, Bangladesh",7MJG85W8+8F
4412,Doctors Digital Diagnostic Centre,23.0736361,90.1661786,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Vurghata - Shashikar Road,ChIJ0ZqVkGBpVTcR7hVRzybKHjA,"35F8+FF Dhoji, Bangladesh",7MMG35F8+FF
4413,Ideal Dental Care,24.0969908,90.1660478,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","মির্জাপুর উপজেলা, Muktaplaza,Hatuvanga road",ChIJA0k-9evjVTcRa4NWDb11tvc,"35W8+QC Hatobanga, Bangladesh",7MPG35W8+QC
4414,Fulbuniya community clinic,21.9059331,90.1651681,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Khapra Bhanga",ChIJnRaRf_yJqjAR0lTjSn1e720,"W548+93 Khapra Bhanga, Bangladesh",7MHGW548+93
4415,Asha clinic,23.6545906,90.164659,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Zinzira - Keraniganj - Nawabganj - Dohar - Srinagar Road,ChIJUze4sqCRVTcRCYmOAqm9hxI,"M537+RV Nawabganj, Bangladesh",7MMGM537+RV
4416,"Upazila Health complex, Nawabganj",23.6565076,90.1646343,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Nawabganj Upazila, R820",ChIJSbi5khmRVTcR4bxUCBXk1KE,"M547+JV Nawabganj, Bangladesh",7MMGM547+JV
4417,"New Central Hospital, Nawabganj, Dhaka.",23.6557684,90.1645304,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",R820,ChIJnWkuj8yRVTcRcHDcOWYOiwE,"M547+8R Nawabganj, Bangladesh",7MMGM547+8R
